;marca;preco
399;Notebook Lenovo Ultrafino Ideapad S145, Dual Core N4000, Memória 8GB, HD SSD 240GB, Windows 10;R$ 3.499,00
400;Carregador 45w Usb Type-c Para Hp Spectre 13 Elite X2;R$ 139,90
401;"Notebook Asus, Intel Celeron Dual Core, 4gb, 128gb, Tela De 15,6"", Preto - E510ma-br702x.";R$ 2.379,00
402;Fonte Dell 19.5V, Para Notebook 3.34A 65W, 4.5mm, 3.0mm - BB20-DE19-T6;R$ 92,99
403;Fonte Carregador Sony Vaio X Series Lifes 10.5v 4.3a 687;R$ 101,10
404;Carregador Notebook Acer Aspire 4310 4540 4553 4736z 65w;R$ 85,40
405;Fonte Carregador Notebook Hp Envy Ultrabook 19.5v Pino Azul;R$ 85,40
406;Carregador Do Notebook Samsung Rv415 Rv411 Rv419 19v 2.1a;R$ 85,40
407;Fonte Carregador Para Dell Inspiron 13 (7348) 19,5v 3,3a 823 - Voltagem De Entrada;R$ 98,89
408;Teclado Notebook para Dell Vostro 3500, 3400, 3300, V3400, BR, Preto;R$ 229,00
409;Notebook Dell I15-i1100-m40s, Intel I5 1135g7, RAM 8GB, SSD 256GB, Tela 15.6, Intel Iris, Win 11;R$ 4.249,99
410;Teclado Notebook FTI para Positivo Motion, C4500d, C4128d, C464d, BR, Preto;R$ 259,00
411;"Notebook Lenovo Ultrafino Ideapad 3i, Intel Core I5-10210U, 8GB, SSD 256GB, Tela 15.6"", Windows 10, Prata - 82BS0005BR";R$ 3.533,07
412;Película Silicone Transparente Para Teclado De Notebook 26,5cm X 11cm;R$ 19,22
413;Trava Para Notebook Cadeado Com Chave Preto, 1.5m, Cabo de Aço Preto, Feasso - FCL-01;R$ 48,71
414;Fonte Carregador Altomex Universal Notebook Laptop Cce Positivo Acer;R$ 51,90
415;Fonte Carregador Altomex Universal Notebook Laptop Acer Positivo;R$ 48,90
416;Carregador Universal Portátil Para Notebook Power 120w;R$ 48,90
417;Carregador Goldentec Universal 90W, 3 Em 1, Com Qi, Para Notebook E Smartphone;R$ 156,65
418;Fonte Carregador Para Notebook Sony Vaio Vgn-sz Series 19,5v 493;R$ 94,77
419;Fonte Carregador Para Acer Aspire 3 A315-51-380t 19v 65w 479 - Voltagem De Entrada;R$ 78,99
420;Fonte Carregador Para Acer A515-51-51ux 19v 3.42a 65w 479 - Voltagem De Entrada;R$ 78,99
421;Fonte Carregador P/ Microsoft Surface Book 2 Modelo A1798  15v 6.33a 102w;R$ 319,99
422;Notebook Multi M11W Prime 2 em 1, Intel Celeron N4020, 4GB, SSD 64GB, Tela 11.6 HD, Windows 11 Home, Prata - PC280;R$ 1.286,10
423;Fonte Carregador Acer Aspire Es1-572-37pz 19v 3.42a 65w By06 479 - Voltagem De Entrada;R$ 78,99
424;Capa Pasta Maleta Notebook, Preto;R$ 41,76
425;Fonte Carregador Para Asus Vivobook S451la 19v 3.42a 394 - 110v/220v (bivolt);R$ 76,77
426;Capa Dex Para Notebook 14 Polegadas Em Neoprene, Preto;R$ 49,40
427;Case p/ Notebook 14´´ Reliza 20511/004 Preto;R$ 49,90
428;Fonte Carregador Compatível Com A4819 A4819fdy Tv Samsung De 19v 644;R$ 75,05
429;"Notebook Samsung Book 15.6"" Full HD, Intel Core i3, 11a Geração, 1115G4 4.1Ghz, 4GB, DDR4 256GB, Linux - NP550XDZ-KV6BR";R$ 2.799,90
430;"Notebook Compaq Presario 430, Intel Core I3-6157U, 4GB, 120GB, W10, 14.1""";R$ 1.699,90
431;Base Para Notebook Notepal L2 Fan 160mm Led Azul Ubs 2.0 Mnw-swts-14fn-r1 - Cooler Master;R$ 83,30
432;Computador Fácil AMD Ryzen 5, 5600g, Radeon Vega 7 Graphics, 8GB DDR4, 3000mhz, SSD 960GB;R$ 2.328,15
433;USADO: Notebook Gamer Acer Nitro 5 An515-55-51d3, Intel Core I5-10300h, 8GB RAM, GTX 1650, SSD 512GB, Tela 15.6 Polegadas, Windows 10 - Ouro;R$ 4.894,00
434;Fonte Carregador Para Dell Inspiron Pa-1650-02d4 19.5v 823, Voltagem De Entrada;R$ 98,89
435;Fonte Carregador Para Hp Pavilion Hp 240 G6 19.5v 3.33a 761, Voltagem De Entrada;R$ 102,00
436;Notebook Lenovo Ideapad 3I, I7-1165G7, 8GB RAM, SSD 256GB, Tela 15.6 Full HD, Intel Iris XE, Linux - 82MDS00400;R$ 3.457,09
437;Fonte Carregador Para Notebook Apple Macbook Pro A1278 16.5v 3.65a 60w Pino Magsafe L;R$ 169,99
438;"Notebook Asus Rog Strix G15 G513ie-ph74 15.6"" Amd Ryzen 7 4800h Rtx 3050 Ti 4 GB - Cinza.";R$ 14.500,00
439;"""USADO:Notebook Acer Aspire 3 A514-53-339s,Prata,Intel Core I3,1005g1 - RAM 8GB, SSD 512GB,Tela 14 Polegadas,Windows 10 Recer ouro""";R$ 2.419,00
440;Notebook Asus Zenbook Intel Core i7-1260P, 16GB RAM, SSD 1TB, 14 2,8K OLED, Iris Xe Graphic, Windows 11, Azul Escuro - UX3402ZA-KM532W;R$ 8.799,99
441;Notebook ASUS Zenbook 17 Fold OLED Intel Core i7-1250U, 16GB RAM, SSD 1TB, 17,3 NanoEdge 2.5K, Windows 11, Preto - UX9702AA-MD026W;R$ 26.999,99
442;Carregador Fonte Notebook Positivo Cce Sti Asus Itautec Lenovo - 19v 3.42a;R$ 85,40
443;Notebook Lenovo ThinkPad E14 Intel Core i5-1135G7, 8GB RAM, SSD 256GB, 14 Full HD, Iris Xe, Windows 11 Pro, Preto - 20TB002HBO;R$ 5.599,99
444;Notebook Dell I15-i1100, I7 1165g7, RAM 16GB, SSD 1TB, Tela 15.6 FULL HD, Intel Iris Xe, Win 11;R$ 7.029,49
445;Fonte Carregador Para Acer Aspire 3 A315-21 A315-21-95kf 479 - Voltagem De Entrada;R$ 78,99
446;Notebook Gamer Gigabyte AERO 16 Intel Core i7-12700H, 16GB RAM, 1TB SSD, 16 4K UHD OLED, GeForce RTX 3060, Windows 11 Pro, Prata - KE5-72BR934HP;R$ 12.999,99
447;Notebook Gamer Gigabyte AERO 5 Intel Core i7-12700H, 16GB RAM, SSD 1TB, 15.6 4K UHD OLED,  GeForce RTX 3060 P, Windows 11 Pro, Preto - KE4-72BR614SH;R$ 12.999,99
448;Notebook Gamer Gigabyte AORUS 5 Intel Core i5-12700H, 16GB RAM, SSD 1TB, 15.6 Full HD, GeForce RTX3060 P, Windows 11 Home,  Preto - KE4-72BR314SH;R$ 9.999,99
449;Notebook Gamer Gigabyte G5 Intel Core i5-11400H, 16GB RAM, SSD 512GB, 15.6 Full HD, GeForce RTX3060 P,  Windows 11, Preto - KD-52BR123SD;R$ 7.799,99
450;Notebook Lenovo IdeaPad Flex 5i Intel Core i7-1255U, 8GB RAM, SSD 256GB, 14 Full HD, Iris Xe Graphics, Windows 11, Touchscreen, Cinza - 82TA0001BR;R$ 5.829,99
451;Fonte Carregador Para Positivo Unique S990 S2065 S1990 394 - Preto - 110v/220v (bivolt);R$ 76,77
452;Notebook HP, Hpcm 250 G8 I5-1035g1, 8GB, 256GB, W10p - 3g5a2la#ak4;R$ 4.157,00
453;Notebook Legacy Cloud, Win 10 Home Intel Quad 4GB 64GB Emmc + Micro SD 64GB 14,1 Pol. Hd, Cinza, Microsoft 365 Personal Com 1TB Na Nuvem - Pc139;R$ 1.123,90
454;Notebook Legacy Cloud Win 10 Home Intel Quadcore 4GB 64GB 14,1 Pol. HD, Vermelho + Microsoft 365 Personal Com 1TB Na Nuvem - Pc138;R$ 1.033,90
455;Notebook Lenovo V14 I7-1165g7, 12GB RAM, 512GB SSD, Tela 14 FHD, Geforce Mx350, Win 11 Home - 82nm0017br Preto;R$ 5.099,00
456;Notebook Asus X513ea, Intel Core I7 1165G7, 12GB RAM, SSD 500GB, Intel Iris XE, Tela 15.6, Windows 11;R$ 6.060,49
457;Notebook Asus Vivobook 15 Intel Core i3-1115G4, 4GB RAM, SSD 256GB, 15.6 Full HD, Endless OS, Prata Metálico - X1500EA-EJ3665;R$ 2.299,99
458;Notebook Asus Vivobook AMD Ryzen 5-4600H, 8GB RAM, SSD 256GB, 15.6 HD, KeepOS, Prata Metálico - M1502IA-EJ251;R$ 3.299,99
459;"Chromebook Acer, Intel Celeron N4020, 4GB RAM, 32GB eMMC, Tela 11.6"", Chrome OS - C733T-C2HY";R$ 1.704,21
460;Fonte Carregador P/ All In One Aoc Ea10953  4.74a 90w 658 - 110v/220v (bivolt);R$ 142,12
461;USADO: Notebook Acer Aspire 5 A514-54-54lt, Intel Core I5-1135g7, RAM 8GB, SSD 256GB, Tela 14 Polegadas, Windows 10 - Ouro;R$ 2.969,00
462;"Notebook Dell, Tela 15.6"", Intel I7 1165g7, 16gb, Ssd 1tb, Intel Iris Xe Graphics, Windows - I15-3501";R$ 7.029,49
463;Fonte Para Notebook Dell 14 3000 Series | 19.5v;R$ 69,90
464;Notebook Lenovo Ideapad 3i  Intel I5 1135g7, 16GB RAM, SSD 500GB, 15.6 Polegada Full HD, Intel Iris Xe, Windows 11 home;R$ 4.793,99
465;Fonte Carregador Samsung Notebook Rv411 Np270 Np300 Np500;R$ 85,40
466;PC Gamer Fácil Completo, AMD Ryzen 5 5600G 3.9GHZ, 8GB DDR4, Radeon Vega 7, SSD 240GB, Windows 10 Trial, Fonte 500W + Monitor 19 + Kit Gamer;R$ 2.940,15
467;Fonte Carregador Para Ultrabook Asus Z450l 19v 3.42a 65w 394 - 110v/220v (bivolt);R$ 76,77
468;Carregador BesTBattery Para Macbook 14,85v, 45w, 3,05a Magn;R$ 128,67
469;Fonte Carregador Para Dell Vostro 14 5490 19,5v 65w 823, Bivolt;R$ 98,89
470;Notebook Multi Ultra, Intel Core I3, RAM 4GB, SSD 120GB, 14pol. HD, Intel HD Graphics 620, Windows 10 Home, Prata - Ub430;R$ 2.430,99
471;Apple Macbook Air 13,6” M2 8GB RAM;R$ 9.719,10
472;Notebook Dell Vostro 3510 I5-1135g7 8GB, SSD 256GB, Tela Full HD 15,6 Polegadas, Windows 10/11 Pro  Onsite;R$ 4.890,00
473;USADO: Notebook Acer Nitro 5 An515-55-59t4, Intel Core I5-10300h, GTX 1650, RAM 8GB, SSD 512GB, 15.6'', Windows 11 - Ouro Recer;R$ 4.399,00
474;Capa Para Notebook 15.6 Gorila Shield Smart Dinamic;R$ 218,47
475;Notebook Acer Swift 3 Ultrafino, Intel Core i5-1135g7, 8GM RAM, SSD 512GB, Tela 14 Polegadas FullHD, Windows 11 -  SF314-511-58K4;R$ 4.999,00
476;Teclado Notebook para HP Zbook 15, G1, G2, BR, Preto;R$ 439,99
477;Fonte Carregador Para Notebook Acer Aspire E1 Series V5we2 19v 3.42a 479, Voltagem De Entrada;R$ 78,99
478;Fonte Bestbattery Universal, 90W, Para Notebook 18-20V, 8 Pinos;R$ 128,67
479;Fonte Acer Aspire 5, 19v, 3.42a, 65W, 479 - A515-51;R$ 78,99
480;Fonte Compativel Com Tv Lg M2350d Séries 19v 3.42a 65w 644;R$ 75,05
481;Notebook Lenovo Ideapad 3i, Intel Core I3-10110u, 4GB RAM, 256GB SSD, Windows 10, 15.6'' 82bss006br Prata;R$ 2.975,07
482;Fonte Carregador Notebook Hp Pavilion Dv6000 Dv2000 Ze4400 Mm 712 - Voltagem De Entrada;R$ 78,90
483;Notebook Acer Nitro 5 An517-52-77kz, Intel Core I7- 10750h, RAM 8GB, SSD 512GB, GTX 1650, Tela 17.3, Windows 11, Ouro, Recer;R$ 5.829,00
484;Fonte Carregador Para Hp Elitebook 8460w 18,5v 3.5a 65w 713 - Voltagem De Entrada;R$ 96,00
485;Notebook Positivo Master N2240 14 FHD I5-1155g7 SSD 256GB 8GB Shell Efi, Cinza Escuro;R$ 2.899,90
486;Fonte Carregador Para Lenovo Ideapad 330s 20v 2.25a 45w Le07, 110v/220v (bivolt);R$ 115,80
487;Fonte Carregador Para Sony Vaio Vgp-ac19v19 19.5v 90w Mm 493;R$ 94,77
488;Capa Para Notebook Eco 15.6 Polegadas Gray,Tecido 100% Resíduo De Garrafa Pet;R$ 27,00
489;Fonte Carregador Para Notebook Bb20-ac19-c21;R$ 80,80
490;Fonte Carregador Acer Aspire A5, 19V, 3.42A, 65W, Bivolt - A515-51-56k6;R$ 78,99
491;Fonte Carregador Dell Inspiron I14 5458 B30 19.5v 3.34a 823 - Voltagem De Entrada;R$ 98,89
492;Fonte Carregador Para Notebook Asus A54c 19v 3.42a 65w 394, 110v/220V;R$ 76,77
493;Fonte Carregador Para Notebook Bb20-cp6300-h - 65w;R$ 76,55
494;Fonte Para Positivo Premium Xs7010, 19V, 2.1a, 40W 846, Bivolt;R$ 78,90
495;Notebook Ultra, Intel Pentium, 4GB RAM, 500GB HDD, Windows 10 Home, 14,1 Pol. HD, Preto - UB322;R$ 1.489,90
496;Notebook Intel Core I5, Tela 15.6” Full HD Ips, 8GB, 512 SSD E Windows 10 - Everex;R$ 3.018,39
497;Notebook Lenovo Ideapad 3i Intel Core i3 4GB;R$ 2.250,00
498;Teclado Notebook Acer Aspire 3 A515 A315-51 A315-51-30v4 Abnt2 Br - Kb-ac117;R$ 59,99
499;Notebook Acer A315-34-c9wh 15.6Polegadas Intel Celeron 4GB 128 Gb SSD - Nx.hrnal.005;R$ 2.010,07
500;Notebook Asus Intel Celeron N4020 4GB DDR4 128GB SSD, Windows 11 Pro, 14 Polegadas - E410ma-bv1871x;R$ 1.842,21
501;Fonte Carregador Para Dell Inspiron I15-7580-a40s 19.5v 823, Voltagem De Entrada;R$ 98,89
502;Notebook Samsung I7 1165g7, 16GB, SSD 256GB, Intel Graphics Xe, Full HD, Windows 11 - Np550xda;R$ 5.635,49
503;Fonte Carregador P Acer Aspire F15 F5-573-521b 19v 3.42a 479 - Voltagem De Entrada;R$ 78,99
504;Notebook Gamer Acer Nitro 5 Intel Core i7 8GB;R$ 4.950,00
505;Capa Para Notebook 15.6 Polegadas Azul;R$ 28,90
506;Capa Para Notebook 15.6 Polegadas;R$ 28,90
507;Capa Case Pasta Notebook Com Bolso 17 Polegadas Vinho;R$ 29,90
508;Capa Case Pasta Notebook Com Bolso 15,6 Rosa;R$ 29,90
509;Notebook Vaio Fe15, FHD I3-1215u, 4GB, SSD 512GB, Linux Debian 10, Tela 15.6 Polegadas, Cinza Escuro;R$ 2.499,90
510;Notebook Lenovo V14 Intel Core i5-1135g7, 8GB RAM, 256GB SSD, Tela 14 polegadas FHD, Windows 11 Home - 82nm0012br Preto;R$ 3.699,00
511;Fonte Carregador Para Acer Aspire Q1vzc V5-171-6878 65w 479 - Voltagem De Entrada;R$ 78,99
512;Notebook Dell I15-i1100 - I7 1165g7, 64GB RAM, SSD 1TB, Tela 15.6 Full HD, Intel Iris Xe, Win 11, Preto;R$ 9.426,49
513;Fonte Carregador Fti P/ Macbook  Pro 15 17  A1368  A1425 Magsafe 2  85w;R$ 220,00
514;"Notebook Intel Celeron N4020 4Gb, Ram 500Gb, HDD Ultra Ub234, Tela 14.1"" Linux - Preto";R$ 1.388,81
515;Notebook Avell A70 Hyb Bs I7-12700h, RAM 16GB, RTX 3050, 500GB, 15.6 polegadas - Windows 11 Home;R$ 9.686,00
516;Fonte Externa P/ Tv Sony Kdl-40r845a 46r485a 32r435a 32w60sa Mm 493;R$ 94,77
517;Fonte Carregador Compativel Com Samsung Ativ Book 2 Np270e4e 19v 555;R$ 78,99
518;Fonte Carregador Para Dell Inspiron 5584 19.5v 3.34a 65w 823, 110v/220v (bivolt);R$ 98,89
519;Capa para Macbook Air, Fibra De Carbono, 13.6 Polegadas, A2681 - Transparente;R$ 149,90
520;Capa Hars Fibra De Carbono Macbook Pro 14.2 Pol, A2779, Cor:preta;R$ 149,90
521;Notebook Acer Aspire 5, Intel Core i5-1135G7, 8GB RAM DDR4, 512GB SSD NVMe, 15.6 polegadas Full HD, Intel Iris X, Windows 11 Home, Cinza - A515-56-57LB;R$ 7.314,91
522;Notebook Acer Aspire 3 Intel Core I3 11ª Gen, RAM 4GB, SSD 512GB, 15.6 Polegadas Full HD - Windows 11 Home;R$ 3.899,00
523;Capa Glitter Séries para Macbook Air, 13.6 Pol, A2681 - Transparente;R$ 129,90
524;Notebook Acer Swift 3,  Intel Evo I7, 16GB, SSD 1TB, Ultrafino, Windows 11 Home , Tela  14, Full HD, Sf314-511-7053;R$ 6.799,00
525;Notebook HP G8 Core I3, 8GB, 256GB, Tela 15.6 HD, Windows 11;R$ 4.689,00
526;Fonte Carregador Fy Notebook Hp Pavilion Dv Tx | 18.5v 3.5a Pino 4.8 X 1.7 Mm;R$ 38,00
527;Case Para Notebook Ferrari Urban, Messenger Bag, Preto;R$ 75,91
528;Fonte Universal C/ Regulagem De Tensão;R$ 39,49
529;Notebook Lenovo V14, I3-1115G4, 8GB RAM, SSD 256GB, Tela 14 HD, Windows 11 Home, Preto - 82NM0010BR;R$ 3.199,00
530;Fonte Carregador Para Sony Vaio C14 Vjc141f11x 19v 3.42a 394, 110v/220v (bivolt);R$ 76,77
531;Suporte Para Notebook Stand Deepcool Prata, Se460 R-SE460-GYN0N6-G-1;R$ 192,00
532;Notebook Positivo Motion Gray C464g-14, Intel Celeron Dual Core, 4GB DDR4, 64GB, Tela 14.1, Windows 11 Home, Cinza;R$ 1.399,00
533;Notebook Gamer Lenovo Ideapad Gaming 3i - Intel I5, 64GB RAM, RTX 3050, SSD 1TB, 15.6 Polegadas Full HD, Linux - 82mgs00300;R$ 11.126,49
534;Fonte Carregador Para Dell Inspiron 14-7460 P74g 19.5v 3.34a 65w 823 - Voltagem De Entrada;R$ 98,89
535;Caixa De Som Bluetooth, Cartão SD USB, Para Pc Notebook E Celular, RGB;R$ 126,89
536;Fonte Carregador AC, Bivolt, Para PSP, 1000, 2000, 3000, 110/220V;R$ 26,49
537;Carregador Para Notebook Mymax Universal, 90W, 8 Pinos;R$ 73,47
538;Notebook Lenovo V14 I5-1135g7, 16GB, 256GB, SSD W11 Pro Mx 350 2 - 82NM0015BR + Mochila Lenovo B210;R$ 4.274,00
539;Notebook Lenovo Ideapad Gaming 3i, I5-11300H, 8GB, SSD 512GB, Gtx 1650 4GB, Tela 15.6 Polegadas, FHD, Wva Linux;R$ 4.566,48
540;Fonte Carregador FTI P/  Microsoft Pro4 Pro5 Pro6 Modelo 1706 15v 4a 60w;R$ 257,99
541;Notebook Compaq Presario 442, Intel Core I3 6157u, 4GB RAM, SSD 480GB, Tela 14.1 LED HD, Linux, Cinza;R$ 1.799,00
542;Lenovo Slim 135W, AC, Adapter(br), Gx20z46266;R$ 399,00
543;Notebook Lenovo Ideapad 1i I5-1235u, 8GB RAM, SSD 256GB, Intel Iris® Xe, Windows 11, Tela  14 Polegadas, 83af0008br Abyss Blue;R$ 3.399,00
544;Apple Macbook Pro, 14 Polegadas Chip M2 Pro 2022 12c CPU/19c GPU/16GB/1TB, Cinza Espacial;R$ 17.574,99
545;Notebook Gamer Acer Nitro 5 Geforce Gtx 1650 15.6 Polegadas, 144hz, Intel Core I5 11400h, 4.50ghz, 11ª Geração, 8GB, 512GB, SSD Windows 11 - AN515-57-59AT;R$ 6.199,00
546;Capa Special Séries Macbook Pro 13.3 Polegadas, A2338 -  Cinza;R$ 189,90
547;Notebook Lenovo Thinkpad T14 I7-1270p 8GB RAM, SSD 256GB, 14 Polegadas, Intel Iris xe, Windows 11 Pro, Wuxga -21aj0019bo;R$ 9.799,00
548;Computador Fácil, AMD Ryzen 5 5600G, 8GB DDR4 3000MHz, SSD 240GB, Radeon Vega 7 Graphics, Windows 10 Trial;R$ 2.064,65
549;Fonte Carregador Para Acer /  Gateway Nx550xl, 19V, 3.42A, 65W, 479 - Voltagem De Entrada;R$ 78,99
550;Fonte Carregador P/ Itautec Infoway W7730 19v 3.42a P8 - Voltagem De Entrada;R$ 76,77
551;Fonte Knup 19V, Para Notebook Samsung 2.16A - Kp-520A;R$ 78,85
552;Notebook Ideapad Gaming 3i  I7-11370h 16GB 512GB SSD Gtx 1650 4GB 15.6Polegadas FHD Wva Linux 82mgs00100;R$ 5.368,09
553;Fonte Carregador Para Dell Inspiron 14 5468 19.5v 3.34a 823 - Voltagem De Entrada;R$ 98,89
554;Notebook Lenovo Thinkpad C13 Yoga Chromebook R5, 8GB, 128GB SSD, 13.3 Polegadas, FHD, Com Caneta 20uy000fbn;R$ 2.599,00
555;Notebook Acer Aspire 3 A315-58-573p - Intel I5 1135g7, 20GB RAM, SSD 1TB, 15,6 Polegadas Full Hd, Windows 11, Prata;R$ 6.060,49
556;Teclado P/  Notebook Acer Nitro 5  An515-55-59mt  AN515-44  Br-iluminado;R$ 658,00
557;Fonte Carregador P/ Hp Compaq Presario C750br 18.5v 3.5a 712 - Voltagem De Entrada;R$ 78,90
558;Notebook Multi 14 Legacy Book, Intel Cereron 64gb, Wind 10 Preto - Pc260;R$ 1.533,57
559;Fonte Carregador Para Acer Aspire 14 E5-473-5896 19v 479 - 110v/220v (bivolt);R$ 78,99
560;Fonte Carregador Para Dell G3 15 3590 / Dell G5 15 5590 821 - 110v/220v (bivolt);R$ 255,90
561;Fonte Carregador Universal Para Notebook 120w 12, 24v My-120w;R$ 51,90
562;Fonte Carregador P/ Notebook Hp Zbook 15 G3 G4 19.5v 7.7a 150W 4.5x3.0mm Azul;R$ 389,99
563;Fonte Carregador Compativel Com Samsung Np270e5j Xd2br 19v 3.6a 555, Fonte Carregador Compativel Com Samsung Np270e5j Xd2br 19v 3.16a 555;R$ 78,99
564;Fonte Carregador Para Monitor 27uk600-w 19v 3.42a 644, Voltagem De Entrada;R$ 75,05
565;Fonte Externa, Para Monitor, LG 23 LG, 23MP, 55HQ, 23MP55, 644;R$ 75,05
566;Notebook Samsung Book, Intel Core i3-1115G4, 8GB RAM, SSD 256GB, 15.6 Full HD, Windows 11, Cinza Chumbo - NP550XDA-KV4BR;R$ 3.768,99
567;Fonte Para All In One AOC ,Modelo V20 ,19V, 3.42A, 65W, P8 394, Bivolt, Preto;R$ 76,77
568;Fonte Carregador FTI P/ Microsoft Surface Rt Pro 2 Modelo 1536 12v 3.6a   43w;R$ 189,00
569;Fonte Carregador Para Acer Aspire E5-531g 19v 3.42a 65w 479 - Voltagem De Entrada;R$ 78,99
570;Notebook Vaio Fe14, Intel I3 1005g1, 8GB, SSD 128GB, Tela 14 Full HD, Windows 10 Pro;R$ 3.884,49
571;Fonte Carregador Para Positivo Premium S3040 19 3.42a 65w P8 - Preto - 110v/220v (bivolt);R$ 76,77
572;"Computador Completo Fácil AMD Ryzen 5 5600g, Vega 7 Graphics, 8GB DDR4, 3000mhz, SSD 960GB, Monitor 19"" LED, Teclado E Mouse";R$ 2.940,15
573;Fonte Carregador LG, Compatível Com Monitor LCD, 19V, 3.42A, 644, Bivolt -  Ips224V;R$ 75,05
574;PC Gamer Fácil Completo, AMD Ryzen 5 5600g 3.9ghz, 16GB DDR4, GTX 1650 4GB, HD 1TB e SSD 120GB, Monitor 19 Polegadas, Kit;R$ 4.317,15
575;Fonte Carregador Para Acer Aspire 5750 19v 3.42a 65w 479 - Voltagem De Entrada;R$ 78,99
576;Notebook Asus Intel Core i3 4GB 256GB SSD;R$ 3.049,00
577;"Notebook Samsung Galaxy Book2 360 Intel Core I5-1235u, Windows 11 Home, 16GB, 1TB SSD, 13.3"" Full HD - Grafite";R$ 6.364,05
578;Notebook Samsung Galaxy Book2 360, Intel Core I7, RAM 16GB, SSD 512GB, Intel Iris Xe Graphics, 13.3pol FHD, Windows 11 Home, Grafite - Np730qed-ks2br;R$ 7.029,05
579;Notebook Lenovo V14 I7-1165g7 Intel Core i7 11ª Geração 8GB RAM 512GB SSD, 14 Polegadas Full HD, W11 Home, Nvidia Geforce Mx350, 82nm000pbr Preto;R$ 4.594,59
580;Fonte Notebook, USB Tipo C, 5v-20v 65w, Bb20-bc65;R$ 145,60
581;"Notebook Lenovo Ideapad Gaming 3 R7-5800h, 8GB RAM, 256GB SSD Pcie, Gtx 1650 4GB, Tela 15.6"" FHD, Win 11 - 82mj0001br";R$ 4.589,10
582;Teclado  Para Notebook HP, Probook, 440, G5,  Br-iluminado;R$ 289,99
583;Teclado para Notebook Vaio Fe14 Vjfe42f11x, Padrão Br, Preto;R$ 287,99
584;Fonte Carregador Para HP Probook 440 G1 18.5v 3.5a 65w 713, Voltagem De Entrada;R$ 96,00
585;Teclado P/ Notebook Positivo Master N1240 Motion C41 C1ta C4500c Br;R$ 246,00
586;Notebook Samsung Book 15.6 Fhd Intel Celeron 6305 128gb Ssd 4gb Windows 11 Pro Cinza Chumbo - Np550xda-kp7br;R$ 2.939,00
587;Fonte Carregador Para Acer Aspire 5733 19v 3.42a 65w 479 - Voltagem De Entrada;R$ 78,99
588;Fonte Externa Para All In One Lg 22v270 65w 644 - 110v/220v (bivolt);R$ 75,05
589;Notebook Ideapad Gaming 3i I5-11300h 8GB 512GB SSD Rtx 3050 4GB 15.6 Polegadas FHD-Wva W11 82mg0008br;R$ 5.599,00
590;Fonte Carregador P Dell Inspiron 11-3162 19,5v 3.34a 65w 823 - Voltagem De Entrada;R$ 98,89
591;Notebook Dell I15-3501-n46p I5-1135u, 8GB RAM, SSD 256GB 15.6, W10, Tamanho da Tela 15.6, Preto;R$ 4.999,00
592;Capa Para Notebook Targus Newport 14 Azul - Tss100002gl;R$ 209,09
593;Notebook Asus Zenbook Duo 15 Intel I9, 12ª Geração, RAM 32GB, 2TB, 15 Polegadas UHD 4K, RTX 3060,  Windows 10 Pro, Black;R$ 34.421,05
594;Notebook Dell I15-i1100, I7 1165g7, RAM 32GB, SSD 1TB, Tela 15.6 Full HD, Intel Iris Xe, Win 11;R$ 7.275,99
595;Teclado P/ Notebook Fti Compaq Presario  Cq-27 Br;R$ 255,99
596;Fonte Para Lenovo Thinkpad X100e 65w 20v 3.25a Plugao 558;R$ 99,50
597;Chromebook Lenovo 100e Gen 3 AMD 3015c3 4GB RAM, 32GB, Emmc Google Chrome, 11.6 Polegadas, Antirreflexo 82j80001br, Preto;R$ 1.879,00
598;Notebook Lenovo Ideapad 3i - Intel I5 1135g7, 16GB RAM, SSD 256GB,  15.6 Polegadas Full HD, Intel Iris Xe, Windows 10, Prata;R$ 4.912,99
599;Fonte Carregador Para Dell Optiplex 7050 Mff Micro 19,5v 823 - Voltagem De Entrada;R$ 98,89
600;Fonte Carregador Fy Lenovo Ideapad 320-15ikb 20v 3.25a 65w;R$ 119,90
601;PC Gamer Fácil Completo, AMD Ryzen 5 5600g 3.9ghz, 16GB DDR4, RTX 3050 8GB, HD 1TB e SSD 120GB, Monitor 19 Polegadas, Kit;R$ 5.940,65
602;Fonte Carregador Para Dell Inspiron 15 5000 5568 65w 823, 110v/220v bivolt;R$ 98,89
603;Apple Macbook Air 13,6” M2 8GB RAM;R$ 10.044,00
604;Fonte Carregador Para Lenovo Ideapad 110-14ibr 310 320 20v, Ponta Fina;R$ 116,00
605;Fonte Carregador P Dell Inspiron 15-7558-a20 19.5v 3.34a 823 - Voltagem De Entrada;R$ 98,89
606;PC Gamer Fácil Completo, AMD Ryzen 5 5600g 3.9ghz, 16GB DDR4, GTX 1050TI 4GB, HD 1TB e SSD 120GB, Monitor 19 Polegadas;R$ 4.317,15
607;Fonte Carregador Para HP Compac Presario Cq21 Cq-21 19v 761, Voltagem De Entrada;R$ 102,00
608;Fonte Carregador Fy P/notebook Lenovo Ideapad 330-15lgm;R$ 105,90
609;Fonte Carregador Notebook Cce Win U25, Fsp065-rec E-max 19v 3.42a 65w P8, Voltagem De Entrada;R$ 76,77
610;Notebook Lenovo Ideapad, Gaming 3 R7-5800h, 16GB, 512GB, SSD Pcie Rtx 3060, 6GB, 15.6'' FHD, Linux - 82mjs00100;R$ 7.299,00
